HCP_ID,Channel,Priority
13711,Medscape Email,4
13711,EDH Alert,5
13711,Medscape Alert,6
13712,HQ Email,1
13712,SF,2
13712,Veeva Email,3
13712,Medscape Email,4
13712,EDH Alert,5
13712,Medscape Alert,6
13713,HQ Email,1
13713,SF,2
13713,Veeva Email,3
13713,Medscape Email,4
13713,EDH Alert,5
13713,Medscape Alert,6
13714,HQ Email,1
13714,SF,2
13714,Veeva Email,3
13714,Medscape Email,4
13714,EDH Alert,5
13714,Medscape Alert,6
13715,HQ Email,1
13715,SF,2
13715,Veeva Email,3
13715,Medscape Email,4
13715,EDH Alert,5
13715,Medscape Alert,6
13716,HQ Email,1
13716,SF,2
13716,Veeva Email,3
13716,Medscape Email,4
13716,EDH Alert,5
13716,Medscape Alert,6
13717,HQ Email,1
13717,SF,2
13717,Veeva Email,3
13717,Medscape Email,4
13717,EDH Alert,5
13717,Medscape Alert,6
13718,HQ Email,1
13718,SF,2
13718,Veeva Email,3
13718,Medscape Email,4
13718,EDH Alert,5
13718,Medscape Alert,6
13719,HQ Email,1
13719,SF,2
13719,Veeva Email,3
13719,Medscape Email,4
13719,EDH Alert,5
13719,Medscape Alert,6
13720,HQ Email,1
13720,SF,2
13720,Veeva Email,3
13720,Medscape Email,4
13720,EDH Alert,5
13720,Medscape Alert,6
13721,HQ Email,1
13721,SF,2
13721,Veeva Email,3
13721,Medscape Email,4
13721,EDH Alert,5
13721,Medscape Alert,6
13722,HQ Email,1
13722,SF,2
13722,Veeva Email,3
13722,Medscape Email,4
13722,EDH Alert,5
13722,Medscape Alert,6
13723,HQ Email,1
13723,SF,2
13723,Veeva Email,3
13723,Medscape Email,4
13723,EDH Alert,5
13723,Medscape Alert,6
13724,HQ Email,1
13724,SF,2
13724,Veeva Email,3
13724,Medscape Email,4
13724,EDH Alert,5
13724,Medscape Alert,6
13725,HQ Email,1
13725,SF,2
13725,Veeva Email,3
13725,Medscape Email,4
13725,EDH Alert,5
13725,Medscape Alert,6
13726,HQ Email,1
13726,SF,2
13726,Veeva Email,3
13726,Medscape Email,4
13726,EDH Alert,5
13726,Medscape Alert,6
13727,HQ Email,1
13727,SF,2
13727,Veeva Email,3
13727,Medscape Email,4
13727,EDH Alert,5
13727,Medscape Alert,6
13728,HQ Email,1
13728,SF,2
13728,Veeva Email,3
13728,Medscape Email,4
13728,EDH Alert,5
13728,Medscape Alert,6
13729,HQ Email,1
13729,SF,2
13729,Veeva Email,3
13729,Medscape Email,4
13729,EDH Alert,5
13729,Medscape Alert,6
13730,HQ Email,1
13730,SF,2
13730,Veeva Email,3
13730,Medscape Email,4
13730,EDH Alert,5
13730,Medscape Alert,6
13731,HQ Email,1
13731,SF,2
13731,Veeva Email,3
13731,Medscape Email,4
13731,EDH Alert,5
13731,Medscape Alert,6
13732,HQ Email,1
13732,SF,2
13732,Veeva Email,3
13732,Medscape Email,4
13732,EDH Alert,5
13732,Medscape Alert,6
13733,HQ Email,1
13733,SF,2
13733,Veeva Email,3
13733,Medscape Email,4
13733,EDH Alert,5
13733,Medscape Alert,6
13734,HQ Email,1
13734,SF,2
13734,Veeva Email,3
13734,Medscape Email,4
13734,EDH Alert,5
13734,Medscape Alert,6
13735,HQ Email,1
13735,SF,2
13735,Veeva Email,3
13735,Medscape Email,4
13735,EDH Alert,5
13735,Medscape Alert,6
13736,HQ Email,1
13736,SF,2
13736,Veeva Email,3
13736,Medscape Email,4
13736,EDH Alert,5
13736,Medscape Alert,6
13737,HQ Email,1
13737,SF,2
13737,Veeva Email,3
13737,Medscape Email,4
13737,EDH Alert,5
13737,Medscape Alert,6
13738,HQ Email,1
13738,SF,2
13738,Veeva Email,3
13738,Medscape Email,4
13738,EDH Alert,5
13738,Medscape Alert,6
13739,HQ Email,1
13739,SF,2
13739,Veeva Email,3
13739,Medscape Email,4
13739,EDH Alert,5
13739,Medscape Alert,6
13740,HQ Email,1
13740,SF,2
13740,Veeva Email,3
13740,Medscape Email,4
13740,EDH Alert,5
13740,Medscape Alert,6
13741,HQ Email,1
13741,SF,2
13741,Veeva Email,3
13741,Medscape Email,4
13741,EDH Alert,5
13741,Medscape Alert,6
13742,HQ Email,1
13742,SF,2
13742,Veeva Email,3
13742,Medscape Email,4
13742,EDH Alert,5
13742,Medscape Alert,6
13743,HQ Email,1
13743,SF,2
13743,Veeva Email,3
13743,Medscape Email,4
13743,EDH Alert,5
13743,Medscape Alert,6
13744,HQ Email,1
13744,SF,2
13744,Veeva Email,3
13744,Medscape Email,4
13744,EDH Alert,5
13744,Medscape Alert,6
13745,HQ Email,1
13745,SF,2
13745,Veeva Email,3
13745,Medscape Email,4
13745,EDH Alert,5
13745,Medscape Alert,6
13746,HQ Email,1
13746,SF,2
13746,Veeva Email,3
13746,Medscape Email,4
13746,EDH Alert,5
13746,Medscape Alert,6
13747,HQ Email,1
13747,SF,2
13747,Veeva Email,3
13747,Medscape Email,4
13747,EDH Alert,5
13747,Medscape Alert,6
13748,HQ Email,1
13748,SF,2
13748,Veeva Email,3
13748,Medscape Email,4
13748,EDH Alert,5
13748,Medscape Alert,6
13749,HQ Email,1
13749,SF,2
13749,Veeva Email,3
13749,Medscape Email,4
13749,EDH Alert,5
13749,Medscape Alert,6
13750,HQ Email,1
13750,SF,2
13750,Veeva Email,3
13750,Medscape Email,4
13750,EDH Alert,5
13750,Medscape Alert,6
13751,HQ Email,1
13751,SF,2
13751,Veeva Email,3
13751,Medscape Email,4
13751,EDH Alert,5
13751,Medscape Alert,6
13752,HQ Email,1
13752,SF,2
13752,Veeva Email,3
13752,Medscape Email,4
13752,EDH Alert,5
13752,Medscape Alert,6
13753,HQ Email,1
13753,SF,2
13753,Veeva Email,3
13753,Medscape Email,4
13753,EDH Alert,5
13753,Medscape Alert,6
13754,HQ Email,1
13754,SF,2
13754,Veeva Email,3
13754,Medscape Email,4
13754,EDH Alert,5
13754,Medscape Alert,6
13755,HQ Email,1
13755,SF,2
13755,Veeva Email,3
13755,Medscape Email,4
13755,EDH Alert,5
13755,Medscape Alert,6
13756,HQ Email,1
13756,SF,2
13756,Veeva Email,3
13756,Medscape Email,4
13756,EDH Alert,5
13756,Medscape Alert,6
13757,HQ Email,1
13757,SF,2
13757,Veeva Email,3
13757,Medscape Email,4
13757,EDH Alert,5
13757,Medscape Alert,6
13758,HQ Email,1
13758,SF,2
13758,Veeva Email,3
13758,Medscape Email,4
13758,EDH Alert,5
13758,Medscape Alert,6
13759,HQ Email,1
13759,SF,2
13759,Veeva Email,3
13759,Medscape Email,4
13759,EDH Alert,5
13759,Medscape Alert,6
13760,HQ Email,1
13760,SF,2
13760,Veeva Email,3
13760,Medscape Email,4
13760,EDH Alert,5
13760,Medscape Alert,6
13761,HQ Email,1
13761,SF,2
13761,Veeva Email,3
13761,Medscape Email,4
13761,EDH Alert,5
13761,Medscape Alert,6
13762,HQ Email,1
13762,SF,2
13762,Veeva Email,3
13762,Medscape Email,4
13762,EDH Alert,5
13762,Medscape Alert,6
13763,HQ Email,1
13763,SF,2
13763,Veeva Email,3
13763,Medscape Email,4
13763,EDH Alert,5
13763,Medscape Alert,6
13764,HQ Email,1
13764,SF,2
13764,Veeva Email,3
13764,Medscape Email,4
13764,EDH Alert,5
13764,Medscape Alert,6
13765,HQ Email,1
13765,SF,2
13765,Veeva Email,3
13765,Medscape Email,4
13765,EDH Alert,5
13765,Medscape Alert,6
13766,HQ Email,1
13766,SF,2
13766,Veeva Email,3
13766,Medscape Email,4
13766,EDH Alert,5
13766,Medscape Alert,6
13767,HQ Email,1
13767,SF,2
13767,Veeva Email,3
13767,Medscape Email,4
13767,EDH Alert,5
13767,Medscape Alert,6
13768,HQ Email,1
13768,SF,2
13768,Veeva Email,3
13768,Medscape Email,4
13768,EDH Alert,5
13768,Medscape Alert,6
13769,HQ Email,1
13769,SF,2
13769,Veeva Email,3
13769,Medscape Email,4
13769,EDH Alert,5
13769,Medscape Alert,6
13770,HQ Email,1
13770,SF,2
13770,Veeva Email,3
13770,Medscape Email,4
13770,EDH Alert,5
13770,Medscape Alert,6
13771,HQ Email,1
13771,SF,2
13771,Veeva Email,3
13771,Medscape Email,4
13771,EDH Alert,5
13771,Medscape Alert,6
13772,HQ Email,1
13772,SF,2
13772,Veeva Email,3
13772,Medscape Email,4
13772,EDH Alert,5
13772,Medscape Alert,6
13773,HQ Email,1
13773,SF,2
13773,Veeva Email,3
13773,Medscape Email,4
13773,EDH Alert,5
13773,Medscape Alert,6
13774,HQ Email,1
13774,SF,2
13774,Veeva Email,3
13774,Medscape Email,4
13774,EDH Alert,5
13774,Medscape Alert,6
13775,HQ Email,1
13775,SF,2
13775,Veeva Email,3
13775,Medscape Email,4
13775,EDH Alert,5
13775,Medscape Alert,6
13776,HQ Email,1
13776,SF,2
13776,Veeva Email,3
13776,Medscape Email,4
13776,EDH Alert,5
13776,Medscape Alert,6
13777,HQ Email,1
13777,SF,2
13777,Veeva Email,3
13777,Medscape Email,4
13777,EDH Alert,5
13777,Medscape Alert,6
13778,HQ Email,1
13778,SF,2
13778,Veeva Email,3
13778,Medscape Email,4
13778,EDH Alert,5
13778,Medscape Alert,6
13779,HQ Email,1
13779,SF,2
13779,Veeva Email,3
13779,Medscape Email,4
13779,EDH Alert,5
13779,Medscape Alert,6
13780,HQ Email,1
13780,SF,2
13780,Veeva Email,3
13780,Medscape Email,4
13780,EDH Alert,5
13780,Medscape Alert,6
13781,HQ Email,1
13781,SF,2
13781,Veeva Email,3
13781,Medscape Email,4
13781,EDH Alert,5
13781,Medscape Alert,6
13782,HQ Email,1
13782,SF,2
13782,Veeva Email,3
13782,Medscape Email,4
13782,EDH Alert,5
13782,Medscape Alert,6
13783,HQ Email,1
13783,SF,2
13783,Veeva Email,3
13783,Medscape Email,4
13783,EDH Alert,5
13783,Medscape Alert,6
13784,HQ Email,1
13784,SF,2
13784,Veeva Email,3
13784,Medscape Email,4
13784,EDH Alert,5
13784,Medscape Alert,6
13785,HQ Email,1
13785,SF,2
13785,Veeva Email,3
13785,Medscape Email,4
13785,EDH Alert,5
13785,Medscape Alert,6
13786,HQ Email,1
13786,SF,2
13786,Veeva Email,3
13786,Medscape Email,4
13786,EDH Alert,5
13786,Medscape Alert,6
13787,HQ Email,1
13787,SF,2
13787,Veeva Email,3
13787,Medscape Email,4
13787,EDH Alert,5
13787,Medscape Alert,6
13788,HQ Email,1
13788,SF,2
13788,Veeva Email,3
13788,Medscape Email,4
13788,EDH Alert,5
13788,Medscape Alert,6
13789,HQ Email,1
13789,SF,2
13789,Veeva Email,3
13789,Medscape Email,4
13789,EDH Alert,5
13789,Medscape Alert,6
13790,HQ Email,1
13790,SF,2
13790,Veeva Email,3
13790,Medscape Email,4
13790,EDH Alert,5
13790,Medscape Alert,6
13791,HQ Email,1
13791,SF,2
13791,Veeva Email,3
13791,Medscape Email,4
13791,EDH Alert,5
13791,Medscape Alert,6
13792,HQ Email,1
13792,SF,2
13792,Veeva Email,3
13792,Medscape Email,4
13792,EDH Alert,5
13792,Medscape Alert,6
13793,HQ Email,1
13793,SF,2
13793,Veeva Email,3
13793,Medscape Email,4
13793,EDH Alert,5
13793,Medscape Alert,6
13794,HQ Email,1
13794,SF,2
13794,Veeva Email,3
13794,Medscape Email,4
13794,EDH Alert,5
13794,Medscape Alert,6
13795,HQ Email,1
13795,SF,2
13795,Veeva Email,3
13795,Medscape Email,4
13795,EDH Alert,5
13795,Medscape Alert,6
13796,HQ Email,1
13796,SF,2
13796,Veeva Email,3
13796,Medscape Email,4
13796,EDH Alert,5
13796,Medscape Alert,6
13797,HQ Email,1
13797,SF,2
13797,Veeva Email,3
13797,Medscape Email,4
13797,EDH Alert,5
13797,Medscape Alert,6
13798,HQ Email,1
13798,SF,2
13798,Veeva Email,3
13798,Medscape Email,4
13798,EDH Alert,5
13798,Medscape Alert,6
13799,HQ Email,1
13799,SF,2
13799,Veeva Email,3
13799,Medscape Email,4
13799,EDH Alert,5
13799,Medscape Alert,6
13800,HQ Email,1
13800,SF,2
13800,Veeva Email,3
13800,Medscape Email,4
13800,EDH Alert,5
13800,Medscape Alert,6
13801,HQ Email,1
13801,SF,2
13801,Veeva Email,3
13801,Medscape Email,4
13801,EDH Alert,5
13801,Medscape Alert,6
13802,HQ Email,1
13802,SF,2
13802,Veeva Email,3
13802,Medscape Email,4
13802,EDH Alert,5
13802,Medscape Alert,6
13803,HQ Email,1
13803,SF,2
13803,Veeva Email,3
13803,Medscape Email,4
13803,EDH Alert,5
13803,Medscape Alert,6
13804,HQ Email,1
13804,SF,2
13804,Veeva Email,3
13804,Medscape Email,4
13804,EDH Alert,5
13804,Medscape Alert,6
13805,HQ Email,1
13805,SF,2
13805,Veeva Email,3
13805,Medscape Email,4
13805,EDH Alert,5
13805,Medscape Alert,6
13806,HQ Email,1
13806,SF,2
13806,Veeva Email,3
13806,Medscape Email,4
13806,EDH Alert,5
13806,Medscape Alert,6
13807,HQ Email,1
13807,SF,2
13807,Veeva Email,3
13807,Medscape Email,4
13807,EDH Alert,5
13807,Medscape Alert,6
13808,HQ Email,1
13808,SF,2
13808,Veeva Email,3
13808,Medscape Email,4
13808,EDH Alert,5
13808,Medscape Alert,6
13809,HQ Email,1
13809,SF,2
13809,Veeva Email,3
13809,Medscape Email,4
13809,EDH Alert,5
13809,Medscape Alert,6
13810,HQ Email,1
13810,SF,2
13810,Veeva Email,3
13810,Medscape Email,4
13810,EDH Alert,5
13810,Medscape Alert,6
13811,HQ Email,1
13811,SF,2
13811,Veeva Email,3
13811,Medscape Email,4
13811,EDH Alert,5
13811,Medscape Alert,6
13812,HQ Email,1
13812,SF,2
13812,Veeva Email,3
13812,Medscape Email,4
13812,EDH Alert,5
13812,Medscape Alert,6
13813,HQ Email,1
13813,SF,2
13813,Veeva Email,3
13813,Medscape Email,4
13813,EDH Alert,5
13813,Medscape Alert,6
13814,HQ Email,1
13814,SF,2
13814,Veeva Email,3
13814,Medscape Email,4
13814,EDH Alert,5
13814,Medscape Alert,6
13815,HQ Email,1
13815,SF,2
13815,Veeva Email,3
13815,Medscape Email,4
13815,EDH Alert,5
13815,Medscape Alert,6
13816,HQ Email,1
13816,SF,2
13816,Veeva Email,3
13816,Medscape Email,4
13816,EDH Alert,5
13816,Medscape Alert,6
13817,HQ Email,1
13817,SF,2
13817,Veeva Email,3
13817,Medscape Email,4
13817,EDH Alert,5
13817,Medscape Alert,6
13818,HQ Email,1
13818,SF,2
13818,Veeva Email,3
13818,Medscape Email,4
13818,EDH Alert,5
13818,Medscape Alert,6
13819,HQ Email,1
13819,SF,2
13819,Veeva Email,3
13819,Medscape Email,4
13819,EDH Alert,5
13819,Medscape Alert,6
13820,HQ Email,1
13820,SF,2
13820,Veeva Email,3
13820,Medscape Email,4
13820,EDH Alert,5
13820,Medscape Alert,6
13821,HQ Email,1
13821,SF,2
13821,Veeva Email,3
13821,Medscape Email,4
13821,EDH Alert,5
13821,Medscape Alert,6
13822,HQ Email,1
13822,SF,2
13822,Veeva Email,3
13822,Medscape Email,4
13822,EDH Alert,5
13822,Medscape Alert,6
13823,HQ Email,1
13823,SF,2
13823,Veeva Email,3
13823,Medscape Email,4
13823,EDH Alert,5
13823,Medscape Alert,6
13824,HQ Email,1
13824,SF,2
13824,Veeva Email,3
13824,Medscape Email,4
13824,EDH Alert,5
13824,Medscape Alert,6
13825,HQ Email,1
13825,SF,2
13825,Veeva Email,3
13825,Medscape Email,4
13825,EDH Alert,5
13825,Medscape Alert,6
13826,HQ Email,1
13826,SF,2
13826,Veeva Email,3
13826,Medscape Email,4
13826,EDH Alert,5
13826,Medscape Alert,6
13827,HQ Email,1
13827,SF,2
13827,Veeva Email,3
13827,Medscape Email,4
13827,EDH Alert,5
13827,Medscape Alert,6
13828,HQ Email,1
13828,SF,2
13828,Veeva Email,3
13828,Medscape Email,4
13828,EDH Alert,5
13828,Medscape Alert,6
13829,HQ Email,1
13829,SF,2
13829,Veeva Email,3
13829,Medscape Email,4
13829,EDH Alert,5
13829,Medscape Alert,6
13830,HQ Email,1
13830,SF,2
13830,Veeva Email,3
13830,Medscape Email,4
13830,EDH Alert,5
13830,Medscape Alert,6
13831,HQ Email,1
13831,SF,2
13831,Veeva Email,3
13831,Medscape Email,4
13831,EDH Alert,5
13831,Medscape Alert,6
13832,HQ Email,1
13832,SF,2
13832,Veeva Email,3
13832,Medscape Email,4
13832,EDH Alert,5
13832,Medscape Alert,6
13833,HQ Email,1
13833,SF,2
13833,Veeva Email,3
13833,Medscape Email,4
13833,EDH Alert,5
13833,Medscape Alert,6
13834,HQ Email,1
13834,SF,2
13834,Veeva Email,3
13834,Medscape Email,4
13834,EDH Alert,5
13834,Medscape Alert,6
13835,HQ Email,1
13835,SF,2
13835,Veeva Email,3
13835,Medscape Email,4
13835,EDH Alert,5
13835,Medscape Alert,6
13836,HQ Email,1
13836,SF,2
13836,Veeva Email,3
13836,Medscape Email,4
13836,EDH Alert,5
13836,Medscape Alert,6
13837,HQ Email,1
13837,SF,2
13837,Veeva Email,3
13837,Medscape Email,4
13837,EDH Alert,5
13837,Medscape Alert,6
13838,HQ Email,1
13838,SF,2
13838,Veeva Email,3
13838,Medscape Email,4
13838,EDH Alert,5
13838,Medscape Alert,6
13839,HQ Email,1
13839,SF,2
13839,Veeva Email,3
13839,Medscape Email,4
13839,EDH Alert,5
13839,Medscape Alert,6
13840,HQ Email,1
13840,SF,2
13840,Veeva Email,3
13840,Medscape Email,4
13840,EDH Alert,5
13840,Medscape Alert,6
13841,HQ Email,1
13841,SF,2
13841,Veeva Email,3
13841,Medscape Email,4
13841,EDH Alert,5
13841,Medscape Alert,6
13842,HQ Email,1
13842,SF,2
13842,Veeva Email,3
13842,Medscape Email,4
13842,EDH Alert,5
13842,Medscape Alert,6
13843,HQ Email,1
13843,SF,2
13843,Veeva Email,3
13843,Medscape Email,4
13843,EDH Alert,5
13843,Medscape Alert,6
13844,HQ Email,1
13844,SF,2
13844,Veeva Email,3
13844,Medscape Email,4
13844,EDH Alert,5
13844,Medscape Alert,6
13845,HQ Email,1
13845,SF,2
13845,Veeva Email,3
13845,Medscape Email,4
13845,EDH Alert,5
13845,Medscape Alert,6
13846,HQ Email,1
13846,SF,2
13846,Veeva Email,3
13846,Medscape Email,4
13846,EDH Alert,5
13846,Medscape Alert,6
13847,HQ Email,1
13847,SF,2
13847,Veeva Email,3
13847,Medscape Email,4
13847,EDH Alert,5
13847,Medscape Alert,6
13848,HQ Email,1
13848,SF,2
13848,Veeva Email,3
13848,Medscape Email,4
13848,EDH Alert,5
13848,Medscape Alert,6
13849,HQ Email,1
13849,SF,2
13849,Veeva Email,3
13849,Medscape Email,4
13849,EDH Alert,5
13849,Medscape Alert,6
13850,HQ Email,1
13850,SF,2
13850,Veeva Email,3
13850,Medscape Email,4
13850,EDH Alert,5
13850,Medscape Alert,6
13851,HQ Email,1
13851,SF,2
13851,Veeva Email,3
13851,Medscape Email,4
13851,EDH Alert,5
13851,Medscape Alert,6
13852,HQ Email,1
13852,SF,2
13852,Veeva Email,3
13852,Medscape Email,4
13852,EDH Alert,5
13852,Medscape Alert,6
13853,HQ Email,1
13853,SF,2
13853,Veeva Email,3
13853,Medscape Email,4
13853,EDH Alert,5
13853,Medscape Alert,6
13854,HQ Email,1
13854,SF,2
13854,Veeva Email,3
13854,Medscape Email,4
13854,EDH Alert,5
13854,Medscape Alert,6
13855,HQ Email,1
13855,SF,2
13855,Veeva Email,3
13855,Medscape Email,4
13855,EDH Alert,5
13855,Medscape Alert,6
13856,HQ Email,1
13856,SF,2
13856,Veeva Email,3
13856,Medscape Email,4
13856,EDH Alert,5
13856,Medscape Alert,6
13857,HQ Email,1
13857,SF,2
13857,Veeva Email,3
13857,Medscape Email,4
13857,EDH Alert,5
13857,Medscape Alert,6
13858,HQ Email,1
13858,SF,2
13858,Veeva Email,3
13858,Medscape Email,4
13858,EDH Alert,5
13858,Medscape Alert,6
13859,HQ Email,1
13859,SF,2
13859,Veeva Email,3
13859,Medscape Email,4
13859,EDH Alert,5
13859,Medscape Alert,6
13860,HQ Email,1
13860,SF,2
13860,Veeva Email,3
13860,Medscape Email,4
13860,EDH Alert,5
13860,Medscape Alert,6
13861,HQ Email,1
13861,SF,2
13861,Veeva Email,3
13861,Medscape Email,4
13861,EDH Alert,5
13861,Medscape Alert,6
13862,HQ Email,1
13862,SF,2
13862,Veeva Email,3
13862,Medscape Email,4
13862,EDH Alert,5
13862,Medscape Alert,6
13863,HQ Email,1
13863,SF,2
13863,Veeva Email,3
13863,Medscape Email,4
13863,EDH Alert,5
13863,Medscape Alert,6
13864,HQ Email,1
13864,SF,2
13864,Veeva Email,3
13864,Medscape Email,4
13864,EDH Alert,5
13864,Medscape Alert,6
13865,HQ Email,1
13865,SF,2
13865,Veeva Email,3
13865,Medscape Email,4
13865,EDH Alert,5
13865,Medscape Alert,6
13866,HQ Email,1
13866,SF,2
13866,Veeva Email,3
13866,Medscape Email,4
13866,EDH Alert,5
13866,Medscape Alert,6
13867,HQ Email,1
13867,SF,2
13867,Veeva Email,3
13867,Medscape Email,4
13867,EDH Alert,5
13867,Medscape Alert,6
13868,HQ Email,1
13868,SF,2
13868,Veeva Email,3
13868,Medscape Email,4
13868,EDH Alert,5
13868,Medscape Alert,6
13869,HQ Email,1
13869,SF,2
13869,Veeva Email,3
13869,Medscape Email,4
13869,EDH Alert,5
13869,Medscape Alert,6
13870,HQ Email,1
13870,SF,2
13870,Veeva Email,3
13870,Medscape Email,4
13870,EDH Alert,5
13870,Medscape Alert,6
13871,HQ Email,1
13871,SF,2
13871,Veeva Email,3
13871,Medscape Email,4
13871,EDH Alert,5
13871,Medscape Alert,6
13872,HQ Email,1
13872,SF,2
13872,Veeva Email,3
13872,Medscape Email,4
13872,EDH Alert,5
13872,Medscape Alert,6
13873,HQ Email,1
13873,SF,2
13873,Veeva Email,3
13873,Medscape Email,4
13873,EDH Alert,5
13873,Medscape Alert,6
13874,HQ Email,1
13874,SF,2
13874,Veeva Email,3
13874,Medscape Email,4
13874,EDH Alert,5
13874,Medscape Alert,6
13875,HQ Email,1
13875,SF,2
13875,Veeva Email,3
13875,Medscape Email,4
13875,EDH Alert,5
13875,Medscape Alert,6
13876,HQ Email,1
13876,SF,2
13876,Veeva Email,3
13876,Medscape Email,4
13876,EDH Alert,5
13876,Medscape Alert,6
13877,HQ Email,1
13877,SF,2
13877,Veeva Email,3
13877,Medscape Email,4
13877,EDH Alert,5
13877,Medscape Alert,6
13878,HQ Email,1
13878,SF,2
13878,Veeva Email,3
13878,Medscape Email,4
13878,EDH Alert,5
13878,Medscape Alert,6
13879,HQ Email,1
13879,SF,2
13879,Veeva Email,3
13879,Medscape Email,4
13879,EDH Alert,5
13879,Medscape Alert,6
13880,HQ Email,1
13880,SF,2
13880,Veeva Email,3
13880,Medscape Email,4
13880,EDH Alert,5
13880,Medscape Alert,6
13881,HQ Email,1
13881,SF,2
13881,Veeva Email,3
13881,Medscape Email,4
13881,EDH Alert,5
13881,Medscape Alert,6
13882,HQ Email,1
13882,SF,2
13882,Veeva Email,3
13882,Medscape Email,4
13882,EDH Alert,5
13882,Medscape Alert,6
13883,HQ Email,1
13883,SF,2
13883,Veeva Email,3
13883,Medscape Email,4
13883,EDH Alert,5
13883,Medscape Alert,6
13884,HQ Email,1
13884,SF,2
13884,Veeva Email,3
13884,Medscape Email,4
13884,EDH Alert,5
13884,Medscape Alert,6
13885,HQ Email,1
13885,SF,2
13885,Veeva Email,3
13885,Medscape Email,4
13885,EDH Alert,5
13885,Medscape Alert,6
13886,HQ Email,1
13886,SF,2
13886,Veeva Email,3
13886,Medscape Email,4
13886,EDH Alert,5
13886,Medscape Alert,6
13887,HQ Email,1
13887,SF,2
13887,Veeva Email,3
13887,Medscape Email,4
13887,EDH Alert,5
13887,Medscape Alert,6
13888,HQ Email,1
13888,SF,2
13888,Veeva Email,3
13888,Medscape Email,4
13888,EDH Alert,5
13888,Medscape Alert,6
13889,HQ Email,1
13889,SF,2
13889,Veeva Email,3
13889,Medscape Email,4
13889,EDH Alert,5
13889,Medscape Alert,6
13890,HQ Email,1
13890,SF,2
13890,Veeva Email,3
13890,Medscape Email,4
13890,EDH Alert,5
13890,Medscape Alert,6
13891,HQ Email,1
13891,SF,2
13891,Veeva Email,3
13891,Medscape Email,4
13891,EDH Alert,5
13891,Medscape Alert,6
13892,HQ Email,1
13892,SF,2
13892,Veeva Email,3
13892,Medscape Email,4
13892,EDH Alert,5
13892,Medscape Alert,6
13893,HQ Email,1
13893,SF,2
13893,Veeva Email,3
13893,Medscape Email,4
13893,EDH Alert,5
13893,Medscape Alert,6
13894,HQ Email,1
13894,SF,2
13894,Veeva Email,3
13894,Medscape Email,4
13894,EDH Alert,5
13894,Medscape Alert,6
13895,HQ Email,1
13895,SF,2
13895,Veeva Email,3
13895,Medscape Email,4
13895,EDH Alert,5
13895,Medscape Alert,6
13896,HQ Email,1
13896,SF,2
13896,Veeva Email,3
13896,Medscape Email,4
13896,EDH Alert,5
13896,Medscape Alert,6
13897,HQ Email,1
13897,SF,2
13897,Veeva Email,3
13897,Medscape Email,4
13897,EDH Alert,5
13897,Medscape Alert,6
13898,HQ Email,1
13898,SF,2
13898,Veeva Email,3
13898,Medscape Email,4
13898,EDH Alert,5
13898,Medscape Alert,6
13899,HQ Email,1
13899,SF,2
13899,Veeva Email,3
13899,Medscape Email,4
13899,EDH Alert,5
13899,Medscape Alert,6
13900,HQ Email,1
13900,SF,2
13900,Veeva Email,3
13900,Medscape Email,4
13900,EDH Alert,5
13900,Medscape Alert,6
13901,HQ Email,1
13901,SF,2
13901,Veeva Email,3
13901,Medscape Email,4
13901,EDH Alert,5
13901,Medscape Alert,6
13902,HQ Email,1
13902,SF,2
13902,Veeva Email,3
13902,Medscape Email,4
13902,EDH Alert,5
13902,Medscape Alert,6
13903,HQ Email,1
13903,SF,2
13903,Veeva Email,3
13903,Medscape Email,4
13903,EDH Alert,5
13903,Medscape Alert,6
13904,HQ Email,1
13904,SF,2
13904,Veeva Email,3
13904,Medscape Email,4
13904,EDH Alert,5
13904,Medscape Alert,6
13905,HQ Email,1
13905,SF,2
13905,Veeva Email,3
13905,Medscape Email,4
13905,EDH Alert,5
13905,Medscape Alert,6
13906,HQ Email,1
13906,SF,2
13906,Veeva Email,3
13906,Medscape Email,4
13906,EDH Alert,5
13906,Medscape Alert,6
13907,HQ Email,1
13907,SF,2
13907,Veeva Email,3
13907,Medscape Email,4
13907,EDH Alert,5
13907,Medscape Alert,6
13908,HQ Email,1
13908,SF,2
13908,Veeva Email,3
13908,Medscape Email,4
13908,EDH Alert,5
13908,Medscape Alert,6
13909,HQ Email,1
13909,SF,2
13909,Veeva Email,3
13909,Medscape Email,4
13909,EDH Alert,5
13909,Medscape Alert,6
13910,HQ Email,1
13910,SF,2
13910,Veeva Email,3
13910,Medscape Email,4
13910,EDH Alert,5
13910,Medscape Alert,6
13911,HQ Email,1
13911,SF,2
13911,Veeva Email,3
13911,Medscape Email,4
13911,EDH Alert,5
13911,Medscape Alert,6
13912,HQ Email,1
13912,SF,2
13912,Veeva Email,3
13912,Medscape Email,4
13912,EDH Alert,5
13912,Medscape Alert,6
13913,HQ Email,1
13913,SF,2
13913,Veeva Email,3
13913,Medscape Email,4
13913,EDH Alert,5
13913,Medscape Alert,6
13914,HQ Email,1
13914,SF,2
13914,Veeva Email,3
13914,Medscape Email,4
13914,EDH Alert,5
13914,Medscape Alert,6
13915,HQ Email,1
13915,SF,2
13915,Veeva Email,3
13915,Medscape Email,4
13915,EDH Alert,5
13915,Medscape Alert,6
13916,HQ Email,1
13916,SF,2
13916,Veeva Email,3
13916,Medscape Email,4
13916,EDH Alert,5
13916,Medscape Alert,6
